,Text,Label
1786,"Wembley firm won't make a profit
 
 Shares in Multiplex Group, which is building the new Wembley stadium, fell as much as 19% after it said it would not make any money on the project.
 
 The Australian firm said it would only break even on the 1.2bn Australian dollars (Â£458m; $874m) rebuild, after a rise in costs on the work. Any profits would depend on the outcome of legal cases resulting from a change in steel contractor, it added. It cut A$68m from profit targets for Wembley and another UK project.
 
 Investors were shaken by the news and the firm's shares fell to a four month low of A$4.50, before recovering to close 16% down at A$4.67. The decline came despite Multiplex reporting an 11% rise in pre-tax profits to A$67.7m for 2004 and reaffirming its 2005 profit forecasts. Increased costs at Wembley and a separate development in London's Docklands saw Multiplex's construction division report profits of A$35.1m.
 
 The firm said the result was below expectations but stressed that the majority of its UK projects - which also include the White City redevelopment scheme in west London - were performing strongly.
 
 To recoup any profit from Wembley, where the firm changed its steel contractor due to a legal dispute, Multiplex will have to win legal claims against subcontractors. These claims could take up to two years to resolve. ""Multiplex believes its claim are sound and ultimately will exceed the level needed to support the break even position,"" it said. ""It is expected that profits will be possible in future periods as the claims are finalised."" Wembley Stadium is to due to be completed in January and will officially open for the 2006 FA Cup Final. Analysts expressed concern at the unexpected paring back in profit. ""Such a big writeback on the Wembley project in such a short period has impacted on management credibility,"" Simon Wheatley, from Goldman Sachs, told Reuters.
",4
1580,"Fockers retain film chart crown
 
 Comedy Meet The Fockers has held on to the number one spot at the North American box office for a second week.
 
 It took $42.8m (Â£23.7m) at the weekend, making its overall takings more than $163m (Â£90m) in 12 days, according to studio estimates. It took $19.1m (Â£9.9m) on Christmas Day alone, the highest takings on that day in box office history. The sequel to the Ben Stiller comedy Meet The Parents stars Robert De Niro, Dustin Hoffman and Barbra Streisand. The success of Meet the Fockers could help produce record box office revenue for 2004, said Paul Dergarabedian, president of the industry's tracker Exhibitor Relations. ""We've had a much stronger than anticipated final week of the year that helped the industry end on a high note,"" said Mr Dergarabedian.
 
 Meet the Fockers also broke the box office records for the most money taken on New Year's Eve, when it made $12.2m (Â£6.2m), and New Year's Day, when it took $18m (Â£9.4m). The previous New Year's Eve record was set in 2000 by Cast Away with $8.5m (Â£4.5m). The Lord of the Rings: The Return of the King had held the New Year's Day title with $12.8m (Â£6.7m). However, Christmas takings were down 26.5% on 2003's figures - which was blamed on Christmas falling over a weekend this year. This weekend's top 12 films took an estimated $125.4m (Â£65.8m), a 4.3% increase on the same weekend last year. But there were no major releases last week to provide competition to Meet the Fockers or Lemony Snicket's A Series of Unfortunate Events, which finished in second place with $14.7m (Â£7.7m). The Aviator, starring Leonardo DiCaprio as Howard Hughes, ended up in third position after taking $11.2m (Â£5.9m). Comedy Fat Albert - co-written by Bill Cosby - moved down the chart to fourth place after taking $10.7m (Â£5.6m).
",3
1652,"Belle named 'best Scottish band'
 
 Belle & Sebastian have been named the best Scottish band of all time after a three month-long public poll.
 
 The group beat Travis and Idlewild into second and third place respectively. Franz Ferdinand, who recently picked up five Brit Award nominations, ended up in 15th place, while the Eurythmics wound up at a lowly 38. Other Scottish acts, such as the Mull Historical Society who also featured in the top 50, performed at a party in Glasgow where the result was announced. Scottish-based band Snow Patrol, who finished 14th in the vote and have been nominated for a pair of Brit Awards, were among the performers who covered well-known Scottish pop songs at the party on Wednesday night.
 
 Indie stalwarts Belle & Sebastian have enjoyed a chart career stretching back to 1997. They were the surprise winners of the Brit Award for best breakthrough act two years later. Scottish bands from earlier musical eras also made it into the final list, including 1970s tartan boy band the Bay City Rollers and goth favourites the Jesus and Mary Chain.
 
 Scottish magazine The List recently compiled a list of the top 50 Scottish bands of all time, but left the final decision to the public. The magazine's music editor Mark Robertson said: ""The idea behind the project was simple - to rediscover the very best of Scottish music, from the finest musical talent spanning from the age of 70s rock through to 80s pop, right up to today's international stars."" ""Everyone has strong opinions about this and we wanted to open it up to the public to decide,"" he added. BBC Radio Scotland presenter Vic Galloway, who has been involved in the project, said it had been ""great fun"" to look back at Scotland's musical heritage and take note of up-and-coming Scottish acts.
",3
1831,"McDonald's to sponsor MTV show
 
 McDonald's, the world's largest restaurant chain, is to sponsor a programme on music channel MTV as part of its latest youth market promotion.
 
 The show Advance Warning highlights new talent and MTV reckons it will give McDonald's access to nearly 400 million homes in 162 countries. McDonald's golden arches, name and ""I'm loving it"" catchphrase will be used throughout the half-hour programme. The move comes amid growing concerns about obesity in Europe and the US.
 
 The European Union has called on the food industry to reduce the number of adverts aimed at young children, warning that legislation would be introduced. unless voluntary steps were taken. In the US, food group Kraft is among firms that already have cut back on promoting sugar and fattening products to the young. McDonalds has also been taking steps to improve its junk food reputation, revamping its menu and providing clients with health-related products such as pedometers. As well as burgers like the Big Mac and Quarter Pounder with Cheese, the company now sells healthier options such as salads and fresh fruit. Chief executive Jim Skinner attributed an 8.3% increase in January worldwide sales to the ""vitality of our menu"", among other things.
 
 Hooking up with MTV is expected to add extra momentum to McDonald's recent revival. MTV, which played a key role in the emergence of the music video, is to show Advance Warning on all 25 of its channels across the world. The programme can at present only been seen in the US, where it has featured artists like British stars Joss Stone and Franz Ferdinand. McDonald's has targeted the youth market in the past with its advertisements, signing up stars like jelly-legged dancer Justin Timberlake and all-woman singing group Destiny's Child.
",4
1069,"BT boosts its broadband packages
 
 British Telecom has said it will double the broadband speeds of most of its home and business customers.
 
 The increased speeds will come at no extra charge and follows a similar move by internet service provider AOL. Many BT customers will now have download speeds of 2Mbps, although there are usage allowances of between one gigabyte and 30 gigabytes a month. The new speeds start to come into effect on 17 February for home customers and 1 April for businesses. ""Britain is now broadband Britain,"" said Duncan Ingram, BT's managing director, broadband and internet services. He added: ""Ninety percent of our customers will see real increases in speed.
 
 ""These speed increases will give people the opportunity to do a lot more with their broadband connections,"" he said. Upload speeds - the speed at which information is sent from a PC via broadband - will remain at the same speed, said Mr Ingram. Despite the increases, BT will continue to have usage allowances for home customers. ""The allowances are extremely generous,"" said Mr Ingram ""For what we are seeing in the market place - they are really not an issue."" BT will begin enforcing the allowances in the summer. Customers who exceed the amounts will either be able to pay for a bigger allowance or see their download speeds reduced. BT now has a 36% share of the broadband market - down from 39% - which is becoming increasingly competitive. In the last few months, many rival ISPs have begun to offer 2Mbps services, including AOL, Plusnet and UK Online.
 
 But Britain continues to lag behind some countries - especially Japan and South Korea - which offer broadband speeds of up to 40Mbps. But Mr Ingram said it was important to ""separate hype from reality"". He said that a limited number of people with those connections consistently received speeds of 40Mbps. Customers will not see their connections double immediately on 17 February. Mr Ingram said there would be a roll out across the network in order to prevent any problems.
",2
2132,"Quake's economic costs emerging
 
 Asian governments and international agencies are reeling at the potential economic devastation left by the Asian tsunami and floods.
 
 World Bank president James Wolfensohn has said his agency is ""only beginning to grasp the magnitude of the disaster"" and its economic impact. The tragedy has left at least 25,000 people dead, with Sri Lanka, Thailand, India and Indonesia worst hit. Some early estimates of reconstruction costs are starting to emerge. Millions have been left homeless, while businesses and infrastructure have been washed away.
 
 Economists believe several of the 10 countries hit by the giant waves could see a slowdown in growth.
 
 In Sri Lanka, some observers have said that as much as 1% of annual growth may be lost. For Thailand, that figure is much lower at 0.1%. Governments are expected to take steps, such as cutting taxes and increasing spending, to facilitate a recovery.
 
 ""With the enormous displacement of people...there will be a serious relaxation of fiscal policy,"" Glenn Maguire, chief economist for the region at Societe Generale, told Agence France Presse. ""The economic impact of it will certainly be large, but it should not be enough to derail the momentum of the region in 2005,"" he said. ""First and foremost this is a human tragedy."" India's economy, however, is less likely to slow because the areas hit are some of the least developed. The regional giant has enjoyed strong growth in 2004. But India now faces other problems, with aid workers under pressure to ensure a clean supply of water and sanitation to prevent an outbreak of disease.
 
 Thailand's Prime Minister Thaksin Shinawatra has estimated the destruction at 20bn baht ($510m). Analysts said that figure is likely to rise and the country's tourist industry is likely to be hardest hit. Thailand's fishing and real estate sectors also will be affected by Sunday's 9.0 magnitude earthquake, which sent huge waves from Malaysia to Africa. Malaysia said as many as 1,000 fishermen will be affected and that damage to the industry will be ""significant"", Agence France Presse reported. Rapid rebuilding will be key to limiting the impact of the tragedy. ""In three months, we should rebuild 70% of the damage in the three worst hit provinces,"" said Juthamas Siriwan, governor of the Tourism Authority of Thailand. The outlook for Sri Lanka is less optimistic, with analysts predicting that the country's tourist industry will struggle to recovery quickly. Tourism is a vital to many developing countries, providing jobs for 19 million people in the south east Asian region, according to the World Travel and Tourism Council (WTTC).
",4
661,"Isinbayeva claims new world best
 
 Pole vaulter Yelena Isinbayeva broke her own indoor world record by clearing 4.89 metres in Lievin on Saturday.
 
 It was the Russian's 12th world record of her career and came just a few days after she cleared 4.88m at the Norwich Union Grand Prix in Birmingham. The Olympic champion went on to attempt 5.05m at the meeting on France but failed to clear that height. In the men's 60m, former Olympic 100m champion Maurice Greene could only finish second to Leonard Scott. It was Greene's second consecutive defeat at the hands of his fellow American, who also won in Birmingham last week. ""I ran my race perfectly,"" said Scott, who won in 6.46secs, his best time indoors. ""I am happy even if I know that Maurice is a long way from being at his peak at the start of the season.""
",1
1793,"SEC to rethink post-Enron rules
 
 The US stock market watchdog's chairman has said he is willing to soften tough new US corporate governance rules to ease the burden on foreign firms.
 
 In a speech at the London School of Economics, William Donaldson promised ""several initiatives"". European firms have protested that US laws introduced after the Enron scandal make Wall Street listings too costly. The US regulator said foreign firms may get extra time to comply with a key clause in the Sarbanes-Oxley Act.
 
 The Act comes into force in mid-2005. It obliges all firms with US stock market listings to make declarations, which, critics say, will add substantially to the cost of preparing their annual accounts.
 
 Firms that break the new law could face huge fines, while senior executives risk jail terms of up to 20 years. Mr Donaldson said that although the Act does not provide exemptions for foreign firms, the Securities and Exchange Commission (SEC) would ""continue to be sensitive to the need to accomodate foreign structures and requirements"". There are few, if any, who disagree with the intentions of the Act, which obliges chief executives to sign a statement taking responsibility for the accuracy of the accounts. But European firms with secondary listings in New York have objected - arguing that the compliance costs outweigh the benefits of a dual listing. The Act also applies to firms with more than 300 US shareholders, a situation many firms without US listings could find themselves in.
 
 The 300-shareholder threshold has drawn anger as it effectively blocks the most obvious remedy, a delisting. Mr Donaldson said the SEC would ""consider whether there should be a new approach to the deregistration process"" for foreign firms unwilling to meet US requirements.
 
 ""We should seek a solution that will preserve investor protections"" without turning the US market into ""one with no exit"", he said. He revealed that his staff were already weighing up the merits of delaying the implementation of the Act's least popular measure - Section 404 - for foreign firms. Seen as particularly costly to implement, Section 404 obliges chief executives to take responsibility for the firm's internal controls by signing a compliance statement in the annual accounts. The SEC has already delayed implementation of this clause for smaller firms - including US ones - with market capitalisations below $700m (Â£374m).
 
 A delegation of European firms visited the SEC in December to press for change, the Financial Times reported.
 
 It was led by Digby Jones, director general of the UK's Confederation of British Industry (CBI) and included representatives of BASF, Siemens and Cadbury Schweppes. Compliance costs are already believed to be making firms wary of US listings. Air China picked the London Stock Exchange for its secondary listing in its $1.07bn (Â£558m) stock market debut last month. There are also rumours that two Chinese state-run banks - China Construction Bank and Bank of China - have abandoned plans for multi-billion dollar listings in New York later this year. Instead, the cost of Sarbanes-Oxley has persuaded them to stick to a single listing in Hong Kong, according to press reports in China.
",4
2,"Howard denies split over ID cards
 
 Michael Howard has denied his shadow cabinet was split over its decision to back controversial Labour plans to introduce ID cards.
 
 The Tory leader said his front bench team had reached a ""collective view"" after holding a ""good discussion"", but admitted it was ""not an easy issue"". He had decided to support the plans as the police said they would help fight terror, crime and illegal immigration. The Lib Dems have pledged to oppose the bill when it is debated next Monday.
 
 Tory sources say senior party figures had argued vociferously against the ID card scheme. Among those reported to have serious reservations over the strategy were senior shadow cabinet members David Davis, Oliver Letwin and Tim Yeo. But Mr Howard denied Mr Yeo, his transport and environment spokesman, said the plans ""stink"". He also said he was confident shadow home secretary Mr Davis would ""set out the position very clearly"" when he stands up to debate the matter next week. Mr Howard said the police had said ID cards could ""help them foil a terror bomb plot in which people could lose their lives"". He added: ""When the police say that you have to take them seriously"".
 
 He acknowledged there were ""good libertarian arguments"" against the cards, but said the shadow Cabinet had weighed up all the ""conflicting interests"" before reaching its decision. ""I don't pretend that it is an easy decision but at the end of the day a decision has to be taken."" He also denied he was afraid of looking ""soft"" on the issue, compared to Labour. The Conservatives announced their support for the government plans on Monday evening.
 
 Sources within the party told the BBC Mr Howard had always been in favour of ID cards, and tried to introduce them when he was Home Secretary. But the Tories insisted they would hold ministers to account over the precise purpose of the scheme.
 
 They said they would also press Labour over whether objectives could be met and whether the Home Office would be able to deliver them. And they pledged to assess the cost effectiveness of ID cards and whether people's privacy would be properly protected. ""It is important to remember that this bill will take a decade to come into full effect,"" a spokesman said. Lib Dem home affairs spokesman Mark Oaten has branded the ID scheme a waste of money and ""deeply flawed"". He said: ""This has all the signs of Michael Howard overruling colleagues' concerns over ID cards.""
 
 The chairman of the Bar Council, Guy Mansfield QC warned there was a real risk that people on the ""margins of society"" would be driven into the hands of extremists. ""What is going to happen to young Asian men when there has been a bomb gone off somewhere? They are going to be stopped. If they haven't [ID cards] they are going to be detained."" Tory ex-minister Douglas Hogg said he opposed the plans for ID cards branding them a ""regressive"" step which would intrude into the lives of ordinary citizens without any counterbalancing benefits. He predicted ultimately carrying the cards would become compulsory and that would lead to large numbers of Britain's ethnic minorities being stopped by police.
",0
2222,"Survey confirms property slowdown
 
 Government figures have confirmed a widely reported slowdown of the UK's housing market in late 2004.
 
 House prices were 11.8% higher on the year in the last quarter of 2004, down from 16.3% in the July-to-September quarter, the Land Registry said. The average house price in England and Wales was Â£182,920, down from Â£187,971 in July-September. The volume of sales between October and December dropped by nearly a quarter from the same period in 2003. The government figures are the first official confirmation of falls in the market at the end of 2004. Land Registry figures are less up to date than those of banks and building societies, since they record completions not mortgage approvals. However, the figures are viewed as the most accurate measure of house prices as they include all property transactions, including cash sales.
 
 The cost of buying a home fell in seven out of 10 regions between the third and fourth quarters of 2004.
 
 The biggest annual gains were made in Wales, where house prices were up by 23% in the fourth quarter. House prices rose the slowest in Greater London, being up by 6%. In the capital, the volume of sales fell by 23% from 36,185 in 2003 to 28,041 for the same period in 2004. There was also a decline in the number of million-pound properties sold in the capital, with 436 properties over Â£1m sold compared to 469 for the same period in 2003. Although the figures point to a slowdown in the market, the most recent surveys from Nationwide and Halifax have indicated the market may be undergoing a revival. After registering falls at the back end of 2004, Halifax said house prices rose by 0.8% in January and Nationwide reported a rise of 0.4% in the first month of the year. Members of the Bank of England's rate-setting committee will make their latest decision on interest rates on Thursday.
",4
366,"UKIP could sue Veritas defectors
 
 The UK Independence Party could take legal action to unseat two London Assembly members who defected to Robert Kilroy Silk's Veritas Party.
 
 Damian Hockney, now Veritas deputy leader, and Peter Hulme-Cross were elected in 2004 on the list system. The party argues the pair should give up their seats as they won them as UKIP representatives, not as individuals. Mr Hockney said the law was clear that those elected on a list who quit their party should keep their seats. UKIP chairman Petrina Holdsworth urged the men to step down from the GLA in a letter.
 
 She said: ""The party has taken legal advice and it is clear that we could take legal proceedings against you which could result in the return of our seats and/or damages against you. ""We would however like you to be given an opportunity to reflect on what you have done, to restore your own credibility with the electorate and return the seats to the party which won them fair and square at the last election."" Mr Hockney said the law worked in exactly the same way for the GLA as it did for other electoral list systems. ""The Greater London Act is clear that if someone resigns who was elected on a list, their party whip the seat belongs to them and not the party."" He said Mr Hulme-Cross and himself had no intention of resigning and added that they felt that it was UKIP who were not being true to the electorate. He accused the party of signing up to a deal with the Tories in Europe, rather than sticking to an independent stance. But the claim was denied by UKIP spokesman, who said: ""Mr Hockney's accusations are like his sense of political morals - empty."" Veritas was formed by Mr Kilroy-Silk earlier this month after he quit UKIP following an unsuccessful bid to take over as leader.
",0
496,"Injury doubts beset Wales squad
 
 Wales have a clutch of injury worries before Wednesday's international friendly against Hungary in Cardiff.
 
 West Ham's Gavin Williams (ankle) looks certain to be out, so uncapped Wrexham defender Stephen Roberts is drafted in. Defenders Danny Gabbidon and Gareth Roberts, plus Ryan Giggs have hamstring concerns, while there are also doubts over Robbie Savage (groin). However, Manchester United winger Giggs is expected to recover in time to earn his 50th cap at the Millennium Stadium. There were also doubts over Gabbidon's fellow Cardiff defender Rhys Weston, but the full-back appears to have shrugged off the knock he picked up in the Bluebirds' 1-0 loss to West Ham on Sunday. The news leaves Wales boss John Toshack short in defence for his first game in charge, with Aston Villa's Mark Delaney injured and James Collins with the Under-21s. That could clear the way for new faces Danny Collins and Dave Partridge to make their Wales debuts.
 
 Coyne (Burnley), Jones (Wolves), Roberts (Wrexham), Collins (Sunderland), Edwards (Wolves), Gabbidon (Cardiff), Page (Cardiff), Partridge (Motherwell), Ricketts (Swansea), Roberts (Tranmere), Weston (Cardiff), Davies (Tottenham), Fletcher (West Ham), Giggs (Man Utd), Koumas (West Brom), Robinson (Sunderland), Savage (Blackburn), Williams (West Ham), Bellamy (Newcastle), Earnshaw (West Brom), Hartson (Celtic).
",1
1149,"Looks and music to drive mobiles
 
 Mobile phones are still enjoying a boom time in sales, according to research from technology analysts Gartner.
 
 More than 674 million mobiles were sold last year globally, said the report, the highest total sold to date. The figure was 30% more than in 2003 and surpassed even the most optimistic predictions, Gartner said. Good design and the look of a mobile, as well as new services such as music downloads, could go some way to pushing up sales in 2005, said analysts. Although people were still looking for better replacement phones, there was evidence, according to Gartner, that some markets were seeing a slow-down in replacement sales.
 
 ""All the markets grew apart from Japan which shows that replacement sales are continuing in western Europe,"" mobile analyst Carolina Milanesi told the BBC News website. ""Japan is where north America and western European markets can be in a couple of years' time. ""They already have TV, music, ringtones, cameras, and all that we can think of on mobiles, so people have stopped buying replacement phones.""
 
 But there could be a slight slowdown in sales in European and US markets too, according to Gartner, as people wait to see what comes next in mobile technology. This means mobile companies have to think carefully about what they are offering in new models so that people see a compelling reason to upgrade, said Gartner. Third generation mobiles (3G) with the ability to handle large amounts of data transfer, like video, could drive people into upgrading their phones, but Ms Milanesi said it was difficult to say how quickly that would happen. ""At the end of the day, people have cameras and colour screens on mobiles and for the majority of people out there who don't really care about technology the speed of data to a phone is not critical."" Nor would the rush to produce two or three megapixel camera phones be a reason for mobile owners to upgrade on its own. The majority of camera phone models are not at the stage where they can compete with digital cameras which also have flashes and zooms.
 
 More likely to drive sales in 2005 would be the attention to design and aesthetics, as well as music services. The Motorola Razr V3 phone was typical of the attention to design that would be more commonplace in 2005, she added. This was not a ""women's thing"", she said, but a desire from men and women to have a gadget that is a form of self-expression too. It was not just about how the phone functioned, but about what it said about its owner. ""Western Europe has always been a market which is quite attentive to design,"" said Ms Milanesi.
 
 ""People are after something that is nice-looking, and together with that, there is the entertainment side. ""This year music will have a part to play in this."" The market for full-track music downloads was worth just $20 million (Â£10.5 million) in 2004, but is set to be worth $1.8 billion (Â£94 million) by 2009, according to Juniper Research. Sony Ericsson just released its Walkman branded mobile phone, the W800, which combines a digital music player with up to 30 hours' battery life, and a two megapixel camera. In July last year, Motorola and Apple announced a version of iTunes online music downloading service would be released which would be compatible with Motorola mobile phones. Apple said the new iTunes music player would become Motorola's standard music application for its music phones. But the challenge will be balancing storage capacity with battery life if mobile music hopes to compete with digital music players like the iPod. Ms Milanesi said more models would likely be released in the coming year with hard drives. But they would be more likely to compete with the smaller capacity music players that have around four gigabyte storage capacity, which would not put too much strain on battery life.
",2
1171,"Speak easy plan for media players
 
 Music and film fans will be able to control their digital media players just by speaking to them, under plans in development by two US firms.
 
 ScanSoft and Gracenote are developing technology to give people access to their film and music libraries simply by voice control. They want to give people hands-free access to digital music and films in the car, or at home or on the move. Huge media libraries on some players can make finding single songs hard. ""Voice command-and-control unlocks the potential of devices that can store large digital music collections,"" said Ross Blanchard, vice president of business development for Gracenote. ""These applications will radically change the car entertainment experience, allowing drivers to enjoy their entire music collections without ever taking their hands off the steering wheel,"" he added.
 
 Gracenote provides music library information for millions of different albums for jukeboxes such as Apple's iTunes. The new technology will be designed so that people can play any individual song or movie out of a collection, just by saying its name. Users will also be able to request music that fits a mood or an occasion, or a film just by saying the actor's name. ""Speech is a natural fit for today's consumer devices, particularly in mobile environments,"" said Alan Schwartz, vice president of SpeechWorks, a division of ScanSoft. ""Pairing our voice technologies with Gracenote's vast music database will bring the benefits of speech technologies to a host of consumer devices and enable people to access their media in ways they've never imagined."" The two firms did not say if they were developing the technology for languages other than English. Users will also be able to get more information on a favourite song they have been listening to by asking: ""What is this?"" Portable players are becoming popular in cars and a number of auto firms are working with Apple to device interfaces to control the firm's iPod music player. But with tens of thousands of songs able to be stored on one player, voice control would make finding that elusive track by Elvis Presley much easier. The firms gave no indication about whether the iPod, or any other media player, were in mind for the use of the voice control technology. The companies estimate that the technology will be available in the fourth quarter of 2005.
",2
1847,"MG Rover China tie-up 'delayed'
 
 MG Rover's proposed tie-up with China's top carmaker has been delayed due to concerns by Chinese regulators, according to the Financial Times.
 
 The paper said Chinese officials had been irritated by Rover's disclosure of its talks with Shanghai Automotive Industry Corp in October. The proposed deal was seen as crucial to safeguarding the future of Rover's Longbridge plant in the West Midlands. However, there are growing fears that the deal could result in job losses. The Observer reported on Sunday that nearly half the workforce at Longbridge could be under threat if the deal goes ahead.
 
 Shanghai Automotive's proposed Â£1bn investment in Rover is awaiting approval by its owner, the Shanghai city government and by the National Development and Reform Commission, which oversees foreign investment by Chinese firms. According to the FT, the regulator has been annoyed by Rover's decision to talk publicly about the deal and the intense speculation which has ensued about what it will mean for Rover's future. As a result, hopes that approval of the deal may be fast-tracked have disappeared, the paper said. There has been continued speculation about the viability of Rover's Longbridge plant because of falling sales and unfashionable models.
 
 According to the Observer, 3,000 jobs - out of a total workforce of 6,500 - could be lost if the deal goes ahead. The paper said that Chinese officials believe cutbacks will be required to keep the MG Rover's costs in line with revenues. It also said that the production of new models through the joint venture would take at least eighteen months. Neither Rover nor Shanghai Automotive commented on the reports.
",4
1626,"Douglas set for Indian adventure
 
 Actor Michael Douglas is to co-produce and star in an adventure film about a diamond robbery set in India.
 
 The new picture is expected to be similar to Douglas's action films of the 1980s, Romancing The Stone and The Jewel Of The Nile. Another Hollywood star is being lined up to co-star, while the rest of the cast will be Indian. Aishwarya Rai, star of Bride and Prejudice, is the ""preferred choice"" of the Indian studio involved in the film.
 
 On a visit to India, the 60-year-old actor said he hoped to start shooting Racing The Monsoon next year. Douglas added that it had been inspired by a Wall Street Journal article about India's 'angadias', who courier money and diamonds around India.
 
 The actor's own production company, Further Films, is working in partnership with two Indian film-making concerns to bring the picture to the screen. Shailendra Singh, the founder of India's Percept Films, said there would be ""a lot of India"" in the movie - and that an Indian train would play a big role. ""The train will be a crucial part of the film. The chase and most of the stunts will be on the train,"" said Mr Singh. Swashbuckling adventure film Romancing The Stone saw Douglas's female co-star Kathleen Turner win a Golden Globe award for her performance in 1985.
",3
880,"Almagro continues Spanish surge
 
 Unseeded Nicolas Almagro became the fifth Spaniard to reach the last eight at the Buenos Aires Open, ousting eighth seed Mariano Zabaleta.
 
 He showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. Compatriot and seventh seed Rafael Nadal also reached the last eight, beating Italian Potito Starace 6-1 6-3. Nadal, playing in the outdoor clay event for the first time, hit some powerful forehands to oust Starace in a match delayed over an hour by rain. ""It's always a problem to have to stop for rain but one gets used to it,"" said Spanish teenager Nadal. ""Luckily, I was able to keep my pace going throughout the match."" He will now play Gaston Gaudio, who beat unseeded Brazilian Flavio Saretta 6-3 6-2 in the day's late match.
",1
1957,"SBC plans post-takeover job cuts
 
 US phone company SBC Communications said it expects to cut around 12,800 jobs following its $16bn (Â£8.5bn) takeover of former parent AT&T.
 
 SBC said 5,125 positions would go as a result of network efficiencies. Another 1,700 will go from its sales department, 3,400 from business operations and 2,600 across legal, advertising and public relations. SBC currently employs 163,000 people while AT&T employs 47,000. The takeover was announced on Monday. The deal will be financed with $15bn of shares as well as a $1bn special dividend paid to AT&T shareholders.
 
 It effectively marks the end of AT&T, which was founded in 1875 by telephone pioneer Alexander Graham Bell and is one of the US's best-known companies. SBC and AT&T said estimated cost savings of at least $2bn from 2008 were a main driver for the merger. AT&T is a long-distance telecoms firm, while SBC is mainly focused on the local market in the western US. Both also have data network businesses. The takeover is subject to approval by AT&T's shareholders and regulators. The companies said they expected to complete the agreement during the first half of 2006.
",4
400,"Lib Dems unveil women's manifesto
 
 The Liberal Democrats are attempting to woo female voters with the launch of their manifesto for women.
 
 Charles Kennedy is pledging a maternity income guarantee and a pension system based on years of residence rather than national insurance payments. He also thinks women will back plans to end university tuition fees and for free long-term care for the elderly. Both Labour and the Conservatives have said they also plan to boost pensions and to improve childcare support. Mr Kennedy says he wants to deal with policy areas that disadvantage women. ""Two million pensioners in Britain currently live below the government's own poverty line - two-thirds of whom are women,"" he said.
 
 He says that pensions based on the number of years worked ignore the contribution women make caring for children. The Lib Dem's Citizen's Pension, based on length of residency not on national insurance contributions, would address that imbalance, Mr Kennedy argues. Under the package, new mothers would be offered minimum guaranteed maternity pay of Â£170 a week for the first six months after the birth of their first child. Mr Kennedy also believes the party's plans to use the money saved from not introducing ""illiberal"" ID cards to boost police numbers by 10,000 would appeal to women too. The policies are not new announcements, but the way they are structured as a package to appeal to women is.
 
 Mr Kennedy also points to the fact that 40% of the party's candidates set to stand in winnable or target seats are women. Party strategists claim that where women candidates replace men turnout rises by 4%. Mr Kennedy began the pitch for female support with an interview on BBC Radio 4's Women's Hour on Monday. During the interview Mr Kennedy revealed that he planned to structure the party's general election campaign around the birth of his first child, which is expected in April. The baby and his wife Sarah would be ""priority number one"" even if it arrived in the middle of the election campaign, he said.
 
 Party strategists believe winning over a significant proportion of women voters is key to electoral success. A party spokesman said it was courting female votes because they tended to vote more than men and are believed to be more considered and open-minded in deciding who they vote for. Labour's deputy minister for women Jacqui Smith accused the Lib Dems of offering ""false promises"" to women and said their sums did not add up. She said: ""These proposals would increase the costs to the public purse drastically year on year, and hard working families will pay dearly, through either increased taxes or reduced spending on public services"". The Labour party has committed itself to ""universal, affordable and flexible"" childcare for parents of all 3 to 14 year-olds, including childcare centred on schools to be available from 8am to 6pm. In September, Trade and Industry Secretary Patricia Hewitt said she would like to see longer paid maternity leave, higher paternity pay and the extension of flexible working rights to carers, if Labour won a third term. The Conservatives are yet to unveil their manifesto plans for childcare but said in November they would increase maternity pay and pay the child tax credit in cash to parents to spend as they like, on a nanny, au pair or even a family member, such as a grandparent, acting as a carer. They were also consulting on making childcare costs tax deductible.
",0
1354,"Potter director signs Warner deal
 
 Harry Potter director Alfonso Cuaron has signed a three-year deal with Hollywood studio Warner Brothers, according to Variety trade magazine.
 
 The Mexican film-maker, who directed Harry Potter and the Prisoner of Azkaban, will produce mainstream movies and smaller Spanish-language films. ""We had a wonderful experience with Alfonso on Harry Potter,"" Warner producer Jeff Robinov told Variety. Cuaron's other films include Mexican movie Y Tu Mama Tambien.
 
 The 2001 rites-of-passage drama about two teenage boys who embark on a relationship with an older woman, brought Cuaron international attention - and box office glory.
 
 It also won him and his brother Carlos, with whom he co-wrote the screenplay, an Oscar nomination for best original screenplay. Warner will distribute Cuaron's films in several languages outside the US. ""This deal will give us the opportunity to collaborate with Alfonso on movies that make the most of his artistry and vision, and continue to offer him the mainstream worldwide audiences that our studio provides so successfully,"" said Mr Robinov.
 
 His first film for Warner Brothers was 1995's family fantasy movie A Little Princess. Based on the novel by Frances Hodgson Burnett, A Little Princess tells the story of a young girl who is sent to live in a New York boarding school when her widowed father enlists for war. After the erotic nature of Y Tu Mama Tambien, Cuaron was a surprise choice to direct the third Harry Potter film but his dark interpretation was received well by the public and critics alike.
",3
